volcanoName,eruptionCertainty,startDate,maxVEI,evidenceMethod,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
"Fournaise, Piton de la",1,2015 Feb 4,0,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
San Miguel,1,2015 Jan 26,1,Historical Observations,13.434,-88.269,2130,El Salvador,Stratovolcano,1232,63007,796482,3633885
Sangay,1,2015 Jan 19,2,Historical Observations,-2.005,-78.341,5286,Ecuador,Stratovolcano,231,1675,15130,1355275
Soputan,1,2015 Jan 6,3,Historical Observations,1.112,124.737,1785,Indonesia,Stratovolcano,4724,69991,501336,1696768
Klyuchevskoy,1,2015 Jan 1,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Hunga Tonga-Hunga Ha'apai,1,2014 Dec 19,2,Historical Observations,-20.536,-175.382,114,Tonga,Submarine,230,230,532,86213
Gamalama,1,2014 Dec 18,2,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Sinarka,2,2014 Dec 3,1,Historical Observations,48.873,154.182,911,Russia,Stratovolcano,0,3,3,57
Villarrica,1,2014 Dec 2,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Lopevi,2,2014 Dec 1,2,Historical Observations,-16.507,168.346,1413,Vanuatu,Stratovolcano,690,793,7942,50310
Raung,1,2014 Nov 23,3,Historical Observations,-8.119,114.056,3260,Indonesia,Stratovolcano,152,572,581515,8123987
Fogo,1,2014 Nov 23,3,Historical Observations,14.95,-24.35,2829,Cape Verde,Stratovolcano,189,13254,37650,267298
Chirinkotan,1,2014 Nov 21,2,Historical Observations,48.98,153.48,724,Russia,Stratovolcano,0,0,0,6
"Ruiz, Nevado del",1,2014 Nov 18,2,Historical Observations,4.892,-75.324,5279,Colombia,Stratovolcano,3849,20146,507608,4252435
Saunders,1,2014 Nov 12,1,Historical Observations,-57.8,-26.483,843,United Kingdom,Stratovolcano,0,0,0,0
Pavlof,1,2014 Nov 12,1,Historical Observations,55.417,-161.894,2493,United States,Stratovolcano,0,0,0,3002
Turrialba,1,2014 Oct 29,2,Historical Observations,10.025,-83.767,3340,Costa Rica,Stratovolcano,1891,6867,672428,3390544
Lewotobi,2,2014 Oct 6,2,Historical Observations,-8.542,122.775,1703,Indonesia,Stratovolcano,18686,59084,284976,906184
Ontakesan,1,2014 Sep 27,3,Historical Observations,35.893,137.48,3067,Japan,Complex,176,2098,86634,8307889
Rincon de la Vieja,1,2014 Sep 17,1,Historical Observations,10.83,-85.324,1916,Costa Rica,Complex,271,1428,78668,659105
Asosan,1,2014 Aug 30,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Bardarbunga,1,2014 Aug 29,0,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Pacaya,1,2014 Aug 25,1,Historical Observations,14.382,-90.601,2569,Guatemala,Complex,4250,53579,2454482,7033094
Mayon,1,2014 Aug 12,0,Historical Observations,13.257,123.685,2462,Philippines,Stratovolcano,4350,248448,1166441,4142375
Sabancaya,2,2014 Aug 5,1,Historical Observations,-15.787,-71.857,5960,Peru,Stratovolcano,51,526,12678,1052517
Kuchinoerabujima,1,2014 Aug 3,1,Historical Observations,30.443,130.217,657,Japan,Stratovolcano,1544,1698,5348,149518
San Cristobal,1,2014 Jul 20,2,Historical Observations,12.702,-87.004,1745,Nicaragua,Stratovolcano,208,7876,351227,2002579
Rabaul,1,2014 Jul 7,3,Historical Observations,-4.271,152.203,688,Papua New Guinea,Pyroclastic shield,3311,43531,199361,252121
Copahue,1,2014 Jul 4,1,Historical Observations,-37.856,-71.183,2953,Chile-Argentina,Stratovolcano,88,555,3042,138414
Manam,1,2014 Jun 29,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
"Fournaise, Piton de la",1,2014 Jun 21,0,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Karangetang,1,2014 Jun 8,2,Historical Observations,2.781,125.407,1797,Indonesia,Stratovolcano,892,4478,11066,65667
Zhupanovsky,1,2014 Jun 6,3,Historical Observations,53.589,159.15,2899,Russia,Compound,0,0,153,267080
Pavlof,1,2014 May 31,3,Historical Observations,55.417,-161.894,2493,United States,Stratovolcano,0,0,0,3002
Sangeang Api,1,2014 May 30,3,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Nyamulagira,1,2014 May 30,0,Historical Observations,-1.408,29.2,3058,DR Congo,Shield,3751,27027,711356,8333476
Ahyi,1,2014 Apr 24,0,Hydrophonic,20.42,145.03,-75,United States,Submarine,0,0,0,0
Semeru,1,2014 Apr 1,3,Historical Observations,-8.108,112.922,3657,Indonesia,Stratovolcano,2686,8375,1022197,20098931
Krakatau,1,2014 Mar 31,1,Historical Observations,-6.102,105.423,155,Indonesia,Caldera,7177,7177,8027,6326159
Karkar,1,2014 Mar 26,1,Historical Observations,-4.649,145.964,1839,Papua New Guinea,Stratovolcano,5,4159,20127,189841
Merapi,1,2014 Mar 9,3,Historical Observations,-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
Slamet,1,2014 Mar 8,2,Historical Observations,-7.242,109.208,3428,Indonesia,Stratovolcano,856,13401,2904026,20217467
Kelud,1,2014 Feb 13,4,Historical Observations,-7.935,112.314,1730,Indonesia,Stratovolcano,279,50901,2087876,24999627
Karangetang,1,2014 Feb 9,1,Historical Observations,2.781,125.407,1797,Indonesia,Stratovolcano,892,4478,11066,65667
San Cristobal,1,2014 Feb 4,1,Historical Observations,12.702,-87.004,1745,Nicaragua,Stratovolcano,208,7876,351227,2002579
Marapi,1,2014 Feb 3,1,Historical Observations,-0.38,100.474,2885,Indonesia,Complex,706,57453,818039,4059773
Kavachi,1,2014 Jan 29,1,Historical Observations,-8.991,157.979,-20,Solomon Islands,Submarine,6,6,802,50014
Shishaldin,1,2014 Jan 28,1,Historical Observations,54.756,-163.97,2857,United States,Stratovolcano,0,0,10,197
Asosan,1,2014 Jan 13,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Raung,2,2014 Jan 4,1,Historical Observations,-8.119,114.056,3260,Indonesia,Stratovolcano,152,572,581515,8123987
San Miguel,1,2013 Dec 29,2,Historical Observations,13.434,-88.269,2130,El Salvador,Stratovolcano,1232,63007,796482,3633885
Nishinoshima,1,2013 Nov 20,2,Historical Observations,27.247,140.874,25,Japan,Caldera,0,0,0,0
Merapi,1,2013 Nov 18,2,Historical Observations,-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
Langila,2,2013 Oct 23,1,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Zhupanovsky,1,2013 Oct 23,3,Historical Observations,53.589,159.15,2899,Russia,Compound,0,0,153,267080
Barren Island,1,2013 Oct 12,2,Historical Observations,12.278,93.858,354,India,Stratovolcano,645,645,645,5035
Tangkuban Parahu,1,2013 Oct 5,1,Historical Observations,-6.77,107.6,2084,Indonesia,Stratovolcano,100608,518822,5729309,32855731
Zubair Group,1,2013 Sep 28,2,Historical Observations,15.05,42.18,191,Yemen,Shield,7,7,7,671171
Telica,1,2013 Sep 25,1,Historical Observations,12.606,-86.84,1036,Nicaragua,Stratovolcano,1079,21990,327294,2982538
Sinabung,1,2013 Sep 15,4,Historical Observations,3.17,98.392,2460,Indonesia,Stratovolcano,997,13801,163630,7646863
Etna,1,2013 Sep 3,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Ubinas,1,2013 Sep 1,2,Historical Observations,-16.355,-70.903,5672,Peru,Stratovolcano,180,1195,14607,1136785
Iliwerung,1,2013 Aug 20,0,Historical Observations,-8.532,123.573,583,Indonesia,Complex,968,4318,79569,665081
Klyuchevskoy,1,2013 Aug 15,1,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Ketoi,2,2013 Jul 25,1,Historical Observations,47.35,152.475,1172,Russia,Stratovolcano,1,10,11,90
Villarrica,1,2013 Jul 25,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Ulawun,1,2013 Jul 8,1,Historical Observations,-5.05,151.33,2334,Papua New Guinea,Stratovolcano,30,1801,10577,61018
Izu-Torishima,2,2013 Jul 6,2,Historical Observations,30.484,140.303,394,Japan,Stratovolcano,21,21,21,21
Raung,1,2013 Jun 29,1,Historical Observations,-8.119,114.056,3260,Indonesia,Stratovolcano,152,572,581515,8123987
Veniaminof,1,2013 Jun 13,3,Historical Observations,56.17,-159.38,2507,United States,Stratovolcano,0,0,0,542
Chirinkotan,1,2013 Jun 11,1,Historical Observations,48.98,153.48,724,Russia,Stratovolcano,0,0,0,6
San Cristobal,1,2013 Jun 7,1,Historical Observations,12.702,-87.004,1745,Nicaragua,Stratovolcano,208,7876,351227,2002579
Semeru,1,2013 Jun 4,1,Historical Observations,-8.108,112.922,3657,Indonesia,Stratovolcano,2686,8375,1022197,20098931
Kikai,1,2013 Jun 4,1,Historical Observations,30.793,130.305,704,Japan,Caldera,152,152,152,1002905
Kerinci,1,2013 Jun 2,2,Historical Observations,-1.697,101.264,3800,Indonesia,Stratovolcano,304,33878,264107,1437454
Turrialba,1,2013 May 21,2,Historical Observations,10.025,-83.767,3340,Costa Rica,Stratovolcano,1891,6867,672428,3390544
Pavlof,1,2013 May 13,3,Historical Observations,55.417,-161.894,2493,United States,Stratovolcano,0,0,0,3002
Masaya,2,2013 May 11,0,Historical Observations,11.985,-86.165,594,Nicaragua,Caldera,989888,989888,1914707,2926954
Mayon,1,2013 May 7,2,Historical Observations,13.257,123.685,2462,Philippines,Stratovolcano,4350,248448,1166441,4142375
Lascar,1,2013 Apr 2,1,Historical Observations,-23.37,-67.73,5592,Chile,Stratovolcano,0,70,570,8119
Pacaya,1,2013 Mar 5,2,Historical Observations,14.382,-90.601,2569,Guatemala,Complex,4250,53579,2454482,7033094
Tangkuban Parahu,1,2013 Feb 21,2,Historical Observations,-6.77,107.6,2084,Indonesia,Stratovolcano,100608,518822,5729309,32855731
Barren Island,1,2013 Feb 16,1,Historical Observations,12.278,93.858,354,India,Stratovolcano,645,645,645,5035
Etorofu-Yakeyama [Grozny Group],1,2013 Feb 16,2,Historical Observations,45.012,147.871,1158,Japan - administered by Russia,Complex,0,39,2417,6361
Karkar,1,2013 Jan 29,3,Historical Observations,-4.649,145.964,1839,Papua New Guinea,Stratovolcano,5,4159,20127,189841
Sangay,1,2013 Jan 25,2,Historical Observations,-2.005,-78.341,5286,Ecuador,Stratovolcano,231,1675,15130,1355275
Gamkonora,2,2013 Jan 23,1,Historical Observations,1.38,127.53,1635,Indonesia,Stratovolcano,3354,12744,61376,627128
Rabaul,1,2013 Jan 19,2,Historical Observations,-4.271,152.203,688,Papua New Guinea,Pyroclastic shield,3311,43531,199361,252121
Colima,1,2013 Jan 6,2,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
San Cristobal,1,2012 Dec 26,2,Historical Observations,12.702,-87.004,1745,Nicaragua,Stratovolcano,208,7876,351227,2002579
Copahue,1,2012 Dec 22,2,Historical Observations,-37.856,-71.183,2953,Chile-Argentina,Stratovolcano,88,555,3042,138414
Langila,1,2012 Dec 1,1,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Tolbachik,1,2012 Nov 27,4,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Tongariro,1,2012 Nov 21,2,Historical Observations,-39.157,175.632,1978,New Zealand,Stratovolcano,27,286,7591,81567
Villarrica,2,2012 Nov 14,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Chirpoi,1,2012 Nov 11,0,Historical Observations,46.532,150.871,742,Russia,Caldera,1,1,3,491
Ulawun,1,2012 Nov 6,1,Historical Observations,-5.05,151.33,2334,Papua New Guinea,Stratovolcano,30,1801,10577,61018
Pagan,1,2012 Oct 30,2,Historical Observations,18.13,145.8,570,United States,Stratovolcano,0,0,0,0
Rincon de la Vieja,1,2012 Oct 17,1,Historical Observations,10.83,-85.324,1916,Costa Rica,Complex,271,1428,78668,659105
Raung,1,2012 Oct 16,3,Historical Observations,-8.119,114.056,3260,Indonesia,Stratovolcano,152,572,581515,8123987
Paluweh,1,2012 Oct 8,2,Historical Observations,-8.32,121.708,875,Indonesia,Stratovolcano,446,446,5284,548803
Alaid,1,2012 Oct 5,2,Historical Observations,50.861,155.565,2285,Russia,Stratovolcano,0,64,64,2887
Marapi,1,2012 Sep 26,1,Historical Observations,-0.38,100.474,2885,Indonesia,Complex,706,57453,818039,4059773
Gamalama,1,2012 Sep 15,1,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Lokon-Empung,1,2012 Sep 15,2,Historical Observations,1.358,124.792,1580,Indonesia,Stratovolcano,12183,75684,942160,1583346
San Cristobal,1,2012 Sep 8,2,Historical Observations,12.702,-87.004,1745,Nicaragua,Stratovolcano,208,7876,351227,2002579
Heard,1,2012 Sep 5,0,Historical Observations,-53.106,73.513,2745,Australia,Stratovolcano,0,0,0,0
Klyuchevskoy,1,2012 Sep 1,1,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Soputan,1,2012 Aug 26,3,Historical Observations,1.112,124.737,1785,Indonesia,Stratovolcano,4724,69991,501336,1696768
Etorofu-Yakeyama [Grozny Group],1,2012 Aug 16,2,Historical Observations,45.012,147.871,1158,Japan - administered by Russia,Complex,0,39,2417,6361
Whakaari/White Island,1,2012 Aug 7,2,Historical Observations,-37.52,177.18,294,New Zealand,Stratovolcano,5,5,5,190290
Tongariro,1,2012 Aug 6,2,Historical Observations,-39.157,175.632,1978,New Zealand,Stratovolcano,27,286,7591,81567
Monowai,1,2012 Aug 3,0,Hydrophonic,-25.887,-177.188,-132,New Zealand,Submarine,0,0,0,0
Langila,2,2012 Jul 21,0,Hydrophonic,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Karangetang,1,2012 May 14,2,Historical Observations,2.781,125.407,1797,Indonesia,Stratovolcano,892,4478,11066,65667
Galeras,1,2012 May 13,2,Historical Observations,1.22,-77.37,4276,Colombia,Complex,705,120817,630777,1700248
Sirung,1,2012 May 8,2,Historical Observations,-8.508,124.13,862,Indonesia,Complex,5966,19334,69744,418756
Ulawun,1,2012 May 7,1,Historical Observations,-5.05,151.33,2334,Papua New Guinea,Stratovolcano,30,1801,10577,61018
Witori,1,2012 May 3,2,Historical Observations,-5.576,150.516,724,Papua New Guinea,Caldera,24509,24509,37824,145382
Masaya,1,2012 Apr 30,1,Historical Observations,11.985,-86.165,594,Nicaragua,Caldera,989888,989888,1914707,2926954
Marapi,1,2012 Mar 1,1,Historical Observations,-0.38,100.474,2885,Indonesia,Complex,706,57453,818039,4059773
"Ruiz, Nevado del",1,2012 Feb 22,3,Historical Observations,4.892,-75.324,5279,Colombia,Stratovolcano,3849,20146,507608,4252435
Rincon de la Vieja,1,2012 Feb 19,1,Historical Observations,10.83,-85.324,1916,Costa Rica,Complex,271,1428,78668,659105
Kanaga,1,2012 Feb 18,2,Historical Observations,51.923,-177.168,1307,United States,Stratovolcano,0,0,0,0
Ioto,1,2012 Feb 10,1,Historical Observations,24.751,141.289,169,Japan,Caldera,1179,1179,1189,1370
Karkar,1,2012 Feb 1,3,Historical Observations,-4.649,145.964,1839,Papua New Guinea,Stratovolcano,5,4159,20127,189841
Turrialba,1,2012 Jan 12,2,Historical Observations,10.025,-83.767,3340,Costa Rica,Stratovolcano,1891,6867,672428,3390544
Callaqui,2,2012 Jan 2,1,Historical Observations,-37.92,-71.45,3164,Chile,Stratovolcano,56,294,4354,400426
Lewotolok,1,2012 Jan 2,1,Historical Observations,-8.274,123.508,1431,Indonesia,Stratovolcano,4390,10032,159023,695083
Zubair Group,1,2011 Dec 18,2,Historical Observations,15.05,42.18,191,Yemen,Shield,7,7,7,671171
Kerinci,1,2011 Dec 15,1,Historical Observations,-1.697,101.264,3800,Indonesia,Stratovolcano,304,33878,264107,1437454
Gamalama,1,2011 Dec 5,2,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Tungurahua,1,2011 Nov 27,3,Historical Observations,-1.467,-78.442,5023,Ecuador,Stratovolcano,476,20990,183640,1571744
Nyamulagira,1,2011 Nov 6,2,Historical Observations,-1.408,29.2,3058,DR Congo,Shield,3751,27027,711356,8333476
Klyuchevskoy,2,2011 Nov 2,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
"Hudson, Cerro",1,2011 Oct 26,2,Historical Observations,-45.9,-72.97,1905,Chile,Stratovolcano,0,12,28,81642
Hierro,1,2011 Oct 10,2,Historical Observations,27.73,-18.03,1500,Spain,Shield,20321,20321,20321,43696
Gaua,1,2011 Sep 17,1,Historical Observations,-14.27,167.5,797,Vanuatu,Stratovolcano,166,1200,2848,8834
Rincon de la Vieja,1,2011 Aug 22,1,Historical Observations,10.83,-85.324,1916,Costa Rica,Complex,271,1428,78668,659105
San Cristobal,1,2011 Aug 21,1,Historical Observations,12.702,-87.004,1745,Nicaragua,Stratovolcano,208,7876,351227,2002579
Marapi,1,2011 Aug 3,2,Historical Observations,-0.38,100.474,2885,Indonesia,Complex,706,57453,818039,4059773
Krakatau,1,2011 Jul 31,2,Historical Observations,-6.102,105.423,155,Indonesia,Caldera,7177,7177,8027,6326159
Langila,2,2011 Jul 28,0,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Cleveland,1,2011 Jul 19,2,Historical Observations,52.825,-169.944,1730,United States,Stratovolcano,0,0,0,9
Soputan,1,2011 Jul 3,3,Historical Observations,1.112,124.737,1785,Indonesia,Stratovolcano,4724,69991,501336,1696768
Lokon-Empung,1,2011 Jun 26,2,Historical Observations,1.358,124.792,1580,Indonesia,Stratovolcano,12183,75684,942160,1583346
"Lengai, Ol Doinyo",1,2011 Jun 22,0,Historical Observations,-2.764,35.914,2962,Tanzania,Stratovolcano,186,1855,18074,545305
Nabro,1,2011 Jun 13,4,Historical Observations,13.37,41.7,2218,Eritrea,Stratovolcano,24,145,2713,26881
Sangay,1,2011 Jun 6,2,Historical Observations,-2.005,-78.341,5286,Ecuador,Stratovolcano,231,1675,15130,1355275
Puyehue-Cordon Caulle,1,2011 Jun 4,5,Historical Observations,-40.59,-72.117,2236,Chile,Stratovolcano,129,783,7163,515357
Ambae,1,2011 Jun 4,1,Historical Observations,-15.389,167.835,1496,Vanuatu,Shield,73,1279,4326,73308
Grimsvotn,1,2011 May 21,4,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Asosan,1,2011 May 15,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Semeru,1,2011 May 13,2,Historical Observations,-8.108,112.922,3657,Indonesia,Stratovolcano,2686,8375,1022197,20098931
Pagan,1,2011 Apr 23,2,Historical Observations,18.13,145.8,570,United States,Stratovolcano,0,0,0,0
Tungurahua,1,2011 Apr 20,2,Historical Observations,-1.467,-78.442,5023,Ecuador,Stratovolcano,476,20990,183640,1571744
Axial Seamount,1,2011 Apr 6,0,Historical Observations,45.95,-130.0,-1410,Undersea Features,Submarine,0,0,0,0
Galeras,2,2011 Mar 31,2,Historical Observations,1.22,-77.37,4276,Colombia,Complex,705,120817,630777,1700248
Klyuchevskoy,1,2011 Mar 30,1,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Rabaul,1,2011 Mar 29,2,Historical Observations,-4.271,152.203,688,Papua New Guinea,Pyroclastic shield,3311,43531,199361,252121
Karangetang,1,2011 Mar 11,2,Historical Observations,2.781,125.407,1797,Indonesia,Stratovolcano,892,4478,11066,65667
Telica,1,2011 Mar 7,2,Historical Observations,12.606,-86.84,1036,Nicaragua,Stratovolcano,1079,21990,327294,2982538
Lokon-Empung,1,2011 Feb 22,1,Historical Observations,1.358,124.792,1580,Indonesia,Stratovolcano,12183,75684,942160,1583346
Planchon-Peteroa,1,2011 Feb 17,3,Historical Observations,-35.223,-70.568,3977,Chile,Stratovolcano,6,48,1345,634959
Kirishimayama,1,2011 Jan 19,2,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Turrialba,1,2011 Jan 14,1,Historical Observations,10.025,-83.767,3340,Costa Rica,Stratovolcano,1891,6867,672428,3390544
Dallol,1,2011 Jan 4,0,Historical Observations,14.242,40.3,-48,Ethiopia,Explosion crater,461,670,2372,820823
Tengger Caldera,1,2010 Nov 26,3,Historical Observations,-7.942,112.95,2329,Indonesia,Stratovolcano,27826,69451,1420878,22628278
Tungurahua,1,2010 Nov 22,3,Historical Observations,-1.467,-78.442,5023,Ecuador,Stratovolcano,476,20990,183640,1571744
Kizimen,1,2010 Nov 11,3,Historical Observations,55.131,160.32,2334,Russia,Stratovolcano,0,26,197,5564
Bulusan,1,2010 Nov 6,2,Historical Observations,12.769,124.056,1535,Philippines,Stratovolcano,2789,74286,518705,3360418
